"city","country","name","japanese_name","address","japanese_address","capacity","image_url"
"Udine","Italy","Bluenergy Stadium","ブルーエナジースタジアム","Piazza le Repubblica Argentina, 3","","25952","https://media.api-sports.io/football/venues/20416.png"
"Genova","Italy","Stadio Comunale Luigi Ferraris","スタディオ コムナーレ ルイジ フェラーリス","Via Giovanni De Prà, 1","","36703","https://media.api-sports.io/football/venues/905.png"
"Torino","Italy","Allianz Stadium","アリアンツスタジアム","Strada Comunale di Altessano 131","","45666","https://media.api-sports.io/football/venues/909.png"
"Bergamo","Italy","Gewiss Stadium","ゲヴィス スタジアム","Viale Giulio Cesare 18","","21300","https://media.api-sports.io/football/venues/879.png"
"Bologna","Italy","Stadio Renato Dall'Ara","スタディオ レナート ダッラーラ","Via Andrea Costa, 174","","39279","https://media.api-sports.io/football/venues/881.png"
"Crotone","Italy","Stadio Ezio Scida","スタディオ エツィオ シダ","Via Cutro","","16108","https://media.api-sports.io/football/venues/895.png"
"Firenze","Italy","Stadio Artemio Franchi","スタディオ アルテミオ フランキ","Viale Manfredo Fanti 14","","43147","https://media.api-sports.io/football/venues/902.png"
"Torino","Italy","Stadio Olimpico Grande Torino","スタディオ オリンピコ グランデ トリノ","Corso Sebastopoli 123, Santa Rita","","27958","https://media.api-sports.io/football/venues/943.png"
"Benevento","Italy","Stadio Ciro Vigorito","スタディオ チーロ ヴィゴリート","Piazzale degli Atleti","","17554","https://media.api-sports.io/football/venues/880.png"
"Ascoli Piceno","Italy","Stadio Cino e Lillo Del Duca","チーノ・エ・リロ・デル・ドゥーカ・スタジアム","Via delle Zeppelle, 1","","20853","https://media.api-sports.io/football/venues/876.png"
"Bari","Italy","Stadio Comunale San Nicola","スタディオ・コムナーレ・サン・ニコラ","Strada Provinciale Modugno-Carbonara","","58270","https://media.api-sports.io/football/venues/2763.png"
"Cesena","Italy","Orogel Stadium-Dino Manuzzi","オロゲルスタジアム - ディノ・マヌッツィ","Via dello Stadio, 124","","23860","https://media.api-sports.io/football/venues/2758.png"
"Cittadella","Italy","Stadio Pier Cesare Tombolato","スタディオ ピエール チェーザレ トンボラート","Viale dello Sport, 7","","7623","https://media.api-sports.io/football/venues/891.png"
"Empoli","Italy","Stadio Carlo Castellani – Computer Gross Arena","スタディオ カルロ カステラーニ – コンピューター グロス アリーナ","Viale delle Olimpiadi","","16284","https://media.api-sports.io/football/venues/20109.png"
"Frosinone","Italy","Stadio Benito Stirpe","スタディオ ベニート シュティルペ","Viale Olimpia","","16310","https://media.api-sports.io/football/venues/904.png"
"Novara","Italy","Stadio Comunale Silvio Piola","スタディオ・コムナーレ・シルヴィオ・ピオラ","Viale Kennedy, 8","","17875","https://media.api-sports.io/football/venues/917.png"
"Salerno","Italy","Stadio Arechi","スタディオ・アレキ","Via Salvador Allende","","37245","https://media.api-sports.io/football/venues/933.png"
"La Spezia","Italy","Stadio Alberto Picco","スタディオ アルベルト ピッコ","Via Nicolò Fieschi, 18","","11767","https://media.api-sports.io/football/venues/939.png"
"Terni","Italy","Stadio Libero Liberati","スタディオ リベロ リベラティ","Viale dello Stadio","","17460","https://media.api-sports.io/football/venues/942.png"
"Venezia","Italy","Stadio Pierluigi Penzo","スタディオ ピエルルイジ ペンツォ","Isola di Sant&apos;Elena","","11150","https://media.api-sports.io/football/venues/948.png"
"Brescia","Italy","Stadio Mario Rigamonti","スタディオ マリオ リガモンティ","Via Giovanni Novagani, 8","","27547","https://media.api-sports.io/football/venues/882.png"
"Carpi","Italy","Stadio Sandro Cabassi","スタディオ サンドロ カバッシ","Via Carlo Marx, 26","","5584","https://media.api-sports.io/football/venues/884.png"
"Cremona","Italy","Stadio Giovanni Zini","スタディオ ジョヴァンニ ジーニ","Via Persico, 19","","20034","https://media.api-sports.io/football/venues/894.png"
"Foggia","Italy","Stadio Comunale Pino Zaccheria","スタディオ コムナーレ ピノ ザッケリア","Via Vincenzo Gioberti","","25085","https://media.api-sports.io/football/venues/903.png"
"Palermo","Italy","Stadio Renzo Barbera","スタディオ レンツォ バルベーラ","Viale del Fante, 11","","36349","https://media.api-sports.io/football/venues/920.png"
"Parma","Italy","Stadio Ennio Tardini","エンニオ・タルディーニ・スタジアム","Via Partigiani d&apos;Italia, 1","","21473","https://media.api-sports.io/football/venues/921.png"
"Perugia","Italy","Stadio Renato Curi","スタディオ レナート クーリ","Via Pietro Conti","","23625","https://media.api-sports.io/football/venues/922.png"
"Pescara","Italy","Stadio Adriatico-Giovanni Cornacchia","スタディオ アドリアティコ - ジョバンニ コルナッキア","Via Pepe","","20476","https://media.api-sports.io/football/venues/923.png"
"Vercelli","Italy","Stadio Silvio Piola","シルヴィオ・ピオラ・スタジアム","Via Massaua, 5","","5500","https://media.api-sports.io/football/venues/930.png"
"Chiavari","Italy","Stadio Comunale Chiavari","スタディオ・コムナーレ・キアヴァリ","Via Aldo Gastaldi, 22","","6113","https://media.api-sports.io/football/venues/872.png"
"Avellino","Italy","Stadio Partenio-Adriano Lombardi","スタディオ パルテニオ アドリアーノ ロンバルディ","Contrada Zoccolari, 1","","26308","https://media.api-sports.io/football/venues/2756.png"
"Pisa","Italy","Arena Garibaldi - Stadio Romeo Anconetani","アレーナ ガリバルディ - スタディオ ロメオ アンコネターニ","Via di Gello, 25","","17500","https://media.api-sports.io/football/venues/925.png"
"Trapani","Italy","Stadio Polisportivo Provinciale","スタディオ ポリスポルティーボ プロヴィンチャーレ","Via Giuseppe Cesarò, Casa Santa di Erice","","7787","https://media.api-sports.io/football/venues/878.png"
"Latina","Italy","Stadio Comunale Domenico Francioni","スタディオ コムナーレ ドメニコ フランショーニ","Piazzale Prampolini 1","","11200","https://media.api-sports.io/football/venues/2768.png"
"Fontanafredda","Italy","Stadio Comunale Omero Tognon","スタディオ・コムナーレ・オメロ・トニョン","Viale dello Sport 11/A","","5000","https://media.api-sports.io/football/venues/19210.png"
"Castellammare di Stabia","Italy","Stadio Comunale Romeo Menti","スタディオ・コムナーレ・ロメオ・メンティ","Via G. Cosenza, 283","","7642","https://media.api-sports.io/football/venues/908.png"
"Cosenza","Italy","Stadio San Vito-Luigi Marulla","スタディオ サン ヴィート ルイジ マルッラ","Via degli Stadio","","24209","https://media.api-sports.io/football/venues/893.png"
"Gorgonzola","Italy","Stadio Comunale","スタディオ・コムナーレ","Via Milano 23","","3766","https://media.api-sports.io/football/venues/873.png"
"Gubbio","Italy","Stadio Pietro Barbetti","スタディオ ピエトロ バルベッティ","Via Parruccini","","4939","https://media.api-sports.io/football/venues/906.png"
"Lecce","Italy","Stadio Comunale Via del Mare","スタディオ・コムナーレ・ヴィア・デル・マーレ","Viale dello Stadio","","33876","https://media.api-sports.io/football/venues/911.png"
"Livorno","Italy","Stadio Armando Picchi","スタディオ アルマンド ピッキ","Piazzale Montello 14","","19238","https://media.api-sports.io/football/venues/912.png"
"Matera","Italy","Stadio XXI Settembre-Franco Salerno","スタディオ XXI セッテンブレ - フランコ サレルノ","Via Guiseppe Saragat, 46","","7490","https://media.api-sports.io/football/venues/898.png"
"Padova","Italy","Stadio Comunale Euganeo","エウガネーオ・コミュナーレ・スタディオ","Via Nereo Rocco, 60","","32420","https://media.api-sports.io/football/venues/2764.png"
"San Benedetto del Tronto","Italy","Stadio Riviera delle Palme","スタディオ リヴィエラ デッレ パルメ","Viale Dello Sport 62","","22000","https://media.api-sports.io/football/venues/934.png"
"Piacenza","Italy","Stadio Leonardo Garilli","スタディオ レオナルド ガリリ","Via Egidio Gorra, 25","","21668","https://media.api-sports.io/football/venues/924.png"
"Francavilla Fontana","Italy","Stadio Giovanni Paolo II","ジョヴァンニ・パオロ2世スタジアム","Via Suor Antonietta Zullino, 6, Strada provinciale, 26 km 0.5","","3360","https://media.api-sports.io/football/venues/1856.png"
"Roma","Italy","Centro Sportivo Vittorio Bachelet","チェントロ スポルティボ ヴィットリオ バチェレ","Via Vitellia, 50","","1000","https://media.api-sports.io/football/venues/2761.png"
"Meda","Italy","Stadio Città di Meda","スタディオ チッタ ディ メダ","Via Privata Icmesa","","3000","https://media.api-sports.io/football/venues/871.png"
"Arezzo","Italy","Stadio Città di Arezzo","スタディオ チッタ ディ アレッツォ","Viale Antonio Gramsci","","13128","https://media.api-sports.io/football/venues/875.png"
"Trieste","Italy","Stadio Nereo Rocco","スタディオ ネレオ ロッコ","Via dei Macelli, 5","","32454","https://media.api-sports.io/football/venues/944.png"
"Alessandria","Italy","Stadio Giuseppe Moccagatta","ジュゼッペ・モッカガッタ・スタジアム","Via Spalto Rovereto, 28","","7694","https://media.api-sports.io/football/venues/874.png"
"Zanica","Italy","AlbinoLeffe Stadium","アルビノレフェスタジアム","Zanica Via Comun Nuovo","","1791","https://media.api-sports.io/football/venues/19209.png"
"Bassano del Grappa","Italy","Stadio Rino Mercante","スタディオ・リノ・メルカンテ","Via Piave, 27","","2952","https://media.api-sports.io/football/venues/2757.png"
"Teramo","Italy","Stadio Gaetano Bonolis","スタディオ ガエターノ ボノリス","Viale Amerigo Vespucci, Piano d&apos;Accio","","8840","https://media.api-sports.io/football/venues/941.png"
"Mazzano","Italy","Stadio Comunale","スタディオ・コムナーレ","Viale Giuseppe Mazzini","","1000","https://media.api-sports.io/football/venues/2766.png"
"Caserta","Italy","Stadio Comunale Alberto Pinto","スタディオ・コムナーレ・アルベルト・ピント","Viale Medaglie d&apos;Oro","","6017","https://media.api-sports.io/football/venues/886.png"
"Rende","Italy","Stadio Comunale Marco Lorenzon","スタディオ コムナーレ マルコ ロレンゾン","Via Fratelli Bandiera","","5000","https://media.api-sports.io/football/venues/1804.png"
"Varese","Italy","Stadio Franco Ossola","スタディオ・フランコ・オッソラ","Via Bolchini, Masnago","","8146","https://media.api-sports.io/football/venues/2762.png"
"Matelica","Italy","Centro Sportivo Giovanni Paolo II","チェントロ スポルティーボ ジョバンニ パオロ II","Via Guido Rossa","","2000","https://media.api-sports.io/football/venues/1805.png"
"Lucca","Italy","Stadio Porta Elisa","スタディオ ポルタ エリザ","Via dello Stadio","","7386","https://media.api-sports.io/football/venues/913.png"
"Pagani","Italy","Stadio Marcello Torre","スタディオ マルチェロ トーレ","Via Cesare Sportelli","","5093","https://media.api-sports.io/football/venues/919.png"
"Massa","Italy","Stadio degli Oliveti","スタディオ・デッリ・オリヴェッティ","Via dello Sport","","8900","https://media.api-sports.io/football/venues/2759.png"
"Imola","Italy","Stadio Romeo Galli","スタディオ ロメオ ガッリ","via Romeo Galli 1","","3809","https://media.api-sports.io/football/venues/1803.png"
"Siracusa","Italy","Stadio Nicola de Simone","ニコラ・デ・シモーネ・スタジアム","Piazza Luigi Leone Cuella, 1","","5946","https://media.api-sports.io/football/venues/937.png"
"Como","Italy","Stadio Giuseppe Sinigaglia","ジュゼッペ・シニガリア・スタジアム","Via Giuseppe Sinigaglia, 3","","13602","https://media.api-sports.io/football/venues/892.png"
"Seregno","Italy","Stadio Ferrucio","スタディオ フェルッチョ","Via Avogadro","","3700","https://media.api-sports.io/football/venues/2772.png"
"Ancona","Italy","Stadio del Conero","スタディオ デル コネロ","Frazione Varano, Località Passo Varano","","23983","https://media.api-sports.io/football/venues/2773.png"
"Messina","Italy","Stadio Comunale Franco Scoglio","スタディオ コムナーレ フランコ スコリオ","Via Comunale, San Filippo","","37895","https://media.api-sports.io/football/venues/2770.png"
"Modena","Italy","Stadio Alberto Braglia","スタディオ アルベルト ブラリア","Viale Monte Kosica, 128/134","","21151","https://media.api-sports.io/football/venues/2771.png"
"Macerata","Italy","Stadio Helvia Recina","スタディオ ヘルビア レチナ","Via dei Velini, 50","","9000","https://media.api-sports.io/football/venues/2769.png"
"Bozen","Italy","Stadio Marco Druso","スタディオ マルコ ドルソ","Viale Trieste / Trieststraße 29","","5600","https://media.api-sports.io/football/venues/940.png"
"Monza","Italy","U-Power Stadium","Uパワースタジアム","Via Franco Tognini","","18568","https://media.api-sports.io/football/venues/12086.png"
